"taxon","structural_zero (Response = Non_Responder)","structural_zero (Response = Responder)"
"Coprococcus_sp_AF21_14LB",FALSE,FALSE
"Cuneatibacter_caecimuris",FALSE,FALSE
"Cuneatibacter_sp_NSJ_177",FALSE,FALSE
"Diplocloster_agilis",FALSE,FALSE
"Diplocloster_modestus",FALSE,FALSE
"Dorea_formicigenerans",FALSE,FALSE
"Dorea_longicatena",FALSE,FALSE
"Dorea_phocaeensis",FALSE,FALSE
"Dorea_sp_AF36_15AT",FALSE,FALSE
"Dorea_sp_D27",TRUE,FALSE
"Eisenbergiella_massiliensis",FALSE,FALSE
"Eisenbergiella_sp_OF01_20",FALSE,FALSE
"Eisenbergiella_tayi",FALSE,FALSE
"Enterocloster_aldenensis",FALSE,FALSE
"Enterocloster_asparagiformis",FALSE,FALSE
"Enterocloster_bolteae",FALSE,FALSE
"Enterocloster_citroniae",FALSE,FALSE
"Enterocloster_clostridioformis",FALSE,FALSE
"Enterocloster_hominis",FALSE,FALSE
"Enterocloster_lavalensis",FALSE,FALSE
"Extibacter_muris",FALSE,FALSE
"Faecalicatena_contorta",FALSE,FALSE
"Faecalicatena_fissicatena",FALSE,FALSE
"Faecalicatena_orotica",FALSE,FALSE
"Faecalicatena_SGB4872",FALSE,FALSE
"Faecalimonas_umbilicata",FALSE,FALSE
"Frisingicoccus_caecimuris",FALSE,FALSE
"Frisingicoccus_SGB4674",FALSE,FALSE
"Fusicatenibacter_saccharivorans",FALSE,FALSE
"Fusicatenibacter_sp_CLA_AA_H277",FALSE,FALSE
"GGB13283_SGB4948",FALSE,TRUE
"GGB25053_SGB106016",TRUE,FALSE
"GGB25053_SGB36975",FALSE,FALSE
"GGB25063_SGB36986",TRUE,FALSE
"GGB28640_SGB4673",FALSE,FALSE
"GGB33657_SGB47663",FALSE,TRUE
"GGB3429_SGB71706",FALSE,TRUE
"GGB3433_SGB4573",FALSE,FALSE
"GGB3433_SGB4574",FALSE,FALSE
"GGB3440_SGB4589",TRUE,FALSE
"GGB3441_SGB4591",FALSE,FALSE
"GGB3444_SGB4594",FALSE,FALSE
"GGB3446_SGB4597",FALSE,FALSE
"GGB34476_SGB65958",FALSE,TRUE
"GGB3449_SGB4601",FALSE,FALSE
"GGB3451_SGB4604",FALSE,FALSE
"GGB3451_SGB4605",FALSE,FALSE
"GGB3474_SGB4637",TRUE,FALSE
"GGB3475_SGB4638",FALSE,FALSE
"GGB3496_SGB4671",FALSE,FALSE
"GGB3497_SGB4672",FALSE,FALSE
"GGB3504_SGB4680",FALSE,FALSE
"GGB3516_SGB4695",TRUE,FALSE
"GGB3518_SGB4697",FALSE,FALSE
"GGB3519_SGB4698",FALSE,FALSE
"GGB3534_SGB4722",FALSE,FALSE
"GGB3537_SGB4727",FALSE,FALSE
"GGB3538_SGB4728",FALSE,FALSE
"GGB35456_SGB66051",TRUE,FALSE
"GGB35456_SGB71664",TRUE,FALSE
"GGB3576_SGB4784",FALSE,FALSE
"GGB3583_SGB4799",FALSE,FALSE
"GGB3585_SGB4803",FALSE,FALSE
"GGB3588_SGB4808",FALSE,FALSE
"GGB3593_SGB4817",FALSE,FALSE
"GGB3600_SGB47662",FALSE,FALSE
"GGB3600_SGB4859",FALSE,FALSE
"GGB3600_SGB4860",FALSE,FALSE
"GGB3600_SGB4861",FALSE,FALSE
"GGB3602_SGB4865",FALSE,FALSE
"GGB3602_SGB66069",FALSE,FALSE
"GGB3603_SGB4866",FALSE,FALSE
"GGB3606_SGB4870",FALSE,FALSE
"GGB3609_SGB4877",FALSE,FALSE
"GGB3619_SGB4894",FALSE,FALSE
"GGB3622_SGB4899",TRUE,FALSE
"GGB3626_SGB4905",FALSE,FALSE
"GGB3627_SGB4906",FALSE,FALSE
"GGB3637_SGB4930",TRUE,FALSE
"GGB3640_SGB4937",TRUE,FALSE
"GGB3649_SGB4958",FALSE,FALSE
"GGB3653_SGB4964",FALSE,FALSE
"GGB3664_SGB4976",FALSE,TRUE
"GGB3677_SGB4990",FALSE,FALSE
"GGB3678_SGB4991",FALSE,FALSE
"GGB3678_SGB4992",FALSE,TRUE
"GGB3733_SGB5066",FALSE,FALSE
"GGB3740_SGB5076",FALSE,FALSE
"GGB3740_SGB5077",FALSE,FALSE
"GGB3743_SGB5086",TRUE,FALSE
"GGB3816_SGB5181",FALSE,FALSE
"GGB3817_SGB5182",FALSE,FALSE
"GGB3818_SGB5183",FALSE,FALSE
"GGB3819_SGB5184",FALSE,FALSE
"GGB38239_SGB47716",TRUE,FALSE
"GGB3828_SGB5197",FALSE,FALSE
"GGB3859_SGB5234",FALSE,TRUE
"GGB3862_SGB5239",FALSE,TRUE
"GGB3883_SGB5266",FALSE,TRUE
"GGB3885_SGB5268",TRUE,FALSE
"GGB39570_SGB47641",TRUE,FALSE
"GGB41473_SGB58537",FALSE,FALSE
"GGB42184_SGB59334",TRUE,FALSE
"GGB42674_SGB66070",TRUE,FALSE
"GGB42689_SGB59892",FALSE,FALSE
"GGB51441_SGB71759",FALSE,FALSE
"GGB55957_SGB77276",FALSE,FALSE
"GGB58067_SGB79698",TRUE,FALSE
"GGB58071_SGB79702",FALSE,FALSE
"GGB74505_SGB47518",FALSE,FALSE
"GGB79394_SGB105952",TRUE,FALSE
"GGB81342_SGB47944",FALSE,FALSE
"Jingyaoa_shaoxingensis",FALSE,FALSE
"Jutongia_hominis",FALSE,FALSE
"Jutongia_huaianensis",FALSE,FALSE
"Kineothrix_SGB4886",FALSE,FALSE
"Lachnoanaerobaculum_sp_ICM7",FALSE,TRUE
"Clostridium_hylemonae",FALSE,FALSE
"Clostridium_scindens",FALSE,FALSE
"Clostridium_symbiosum",FALSE,FALSE
"Lachnoclostridium_edouardi",FALSE,FALSE
"Lachnoclostridium_pacaense",FALSE,FALSE
"Lachnoclostridium_phocaeense",FALSE,FALSE
"Lachnoclostridium_phytofermentans",TRUE,FALSE
"Lachnoclostridium_SGB4602",FALSE,FALSE
"Lachnoclostridium_sp_An118",FALSE,FALSE
"Lachnoclostridium_sp_An131",FALSE,FALSE
"Lachnoclostridium_sp_An138",FALSE,FALSE
"Lachnoclostridium_sp_An14",FALSE,FALSE
"Lachnoclostridium_sp_An196",TRUE,FALSE
"Lachnospira_eligens",FALSE,FALSE
"Lachnospira_pectinoschiza",FALSE,FALSE
"Lachnospira_SGB5083",TRUE,FALSE
"Lachnospira_sp_NSJ_43",FALSE,FALSE
"Eubacterium_rectale",FALSE,FALSE
"Lachnospiraceae_bacterium",FALSE,FALSE
"Lachnospiraceae_bacterium_2_1_46FAA",FALSE,FALSE
"Lachnospiraceae_bacterium_AM48_27BH",FALSE,FALSE
"Lachnospiraceae_bacterium_CLA_AA_H215",FALSE,FALSE
"Lachnospiraceae_bacterium_CLA_AA_H244",FALSE,FALSE
"Lachnospiraceae_bacterium_EP_SM_12S_S03",FALSE,FALSE
"Lachnospiraceae_bacterium_OF09_6",FALSE,FALSE
"Lachnospiraceae_bacterium_OM04_12BH",FALSE,FALSE
"Lachnospiraceae_bacterium_oral_taxon_096",FALSE,TRUE
"Lachnospiraceae_unclassified_SGB4550",FALSE,FALSE
"Lachnospiraceae_unclassified_SGB47637",FALSE,FALSE
"Lachnospiraceae_unclassified_SGB65957",FALSE,TRUE
"Lachnospiraceae_unclassified_SGB69346",FALSE,FALSE
"Lachnotalea_sp_AF33_28",FALSE,FALSE
"Lacrimispora_amygdalina",FALSE,FALSE
"Lacrimispora_sp_210928_DFI_3_58",FALSE,FALSE
"Luxibacter_massiliensis",FALSE,FALSE
"Marvinbryantia_SGB4691",FALSE,FALSE
"Mediterraneibacter_butyricigenes",FALSE,FALSE
"Mediterraneibacter_catenae",TRUE,FALSE
"Mediterraneibacter_faecis",FALSE,FALSE
"Mediterraneibacter_glycyrrhizinilyticus",FALSE,FALSE
"Mediterraneibacter_massiliensis",FALSE,FALSE
"Mediterraneibacter_SGB4586",FALSE,FALSE
"Mediterraneibacter_SGB4598",FALSE,FALSE
"Mediterraneibacter_SGB4607",FALSE,FALSE
"Mediterraneibacter_SGB48424",FALSE,FALSE
"Mediterraneibacter_sp_NSJ_151",FALSE,FALSE
"Ruminococcus_gnavus",FALSE,FALSE
"Ruminococcus_lactaris",FALSE,FALSE
"Ruminococcus_torques",FALSE,FALSE
"Merdimonas_faecis",FALSE,FALSE
"Murimonas_intestini",FALSE,FALSE
"Niameybacter_massiliensis",TRUE,FALSE
"Oliverpabstia_intestinalis",FALSE,FALSE
"Oribacterium_parvum",FALSE,TRUE
"Oribacterium_sinus",FALSE,TRUE
"Qiania_dongpingensis",FALSE,FALSE
"Robinsoniella_peoriensis",TRUE,FALSE
"Roseburia_faecis",FALSE,FALSE
"Roseburia_hominis",FALSE,FALSE
"Roseburia_intestinalis",FALSE,FALSE
"Roseburia_inulinivorans",FALSE,FALSE
"Roseburia_lenta",FALSE,FALSE
"Roseburia_porci",FALSE,TRUE
"Roseburia_SGB4939",FALSE,TRUE
"Roseburia_SGB4949",FALSE,FALSE
"Roseburia_sp_831b",TRUE,FALSE
"Roseburia_sp_AF02_12",FALSE,FALSE
"Roseburia_sp_AM23_20",TRUE,FALSE
"Roseburia_sp_AM59_24XD",FALSE,FALSE
"Roseburia_sp_BX1005",FALSE,FALSE
"Sellimonas_intestinalis",FALSE,FALSE
"Simiaoa_sunii",FALSE,FALSE
"Tyzzerella_nexilis",FALSE,FALSE
"Tyzzerella_SGB4587",FALSE,FALSE
"Velocimicrobium_porci",FALSE,FALSE
"Wansuia_hejianensis",FALSE,FALSE
"Wujia_chipingensis",FALSE,FALSE
"Zhenhengia_yiwuensis",FALSE,FALSE
"Acetivibrio_sp_MSJd_27",FALSE,FALSE
"Agathobaculum_butyriciproducens",FALSE,FALSE
"Agathobaculum_desmolans",FALSE,FALSE
"Agathobaculum_sp_Marseille_P7918",FALSE,FALSE
"Anaerofilum_hominis",FALSE,FALSE
"Anaerofilum_sp_An201",TRUE,FALSE
"Anaeromassilibacillus_senegalensis",FALSE,FALSE
"Anaeromassilibacillus_sp_An172",FALSE,FALSE
"Anaeromassilibacillus_sp_An200",TRUE,FALSE
"Anaerotruncus_colihominis",FALSE,FALSE
"Anaerotruncus_massiliensis",FALSE,FALSE
"Anaerotruncus_rubiinfantis",FALSE,FALSE
"Angelakisella_massiliensis",FALSE,FALSE
"Bittarella_massiliensis",FALSE,FALSE
"Congzhengia_minquanensis",FALSE,FALSE
"Drancourtella_massiliensis",FALSE,FALSE
"Drancourtella_SGB106018",TRUE,FALSE
"Dysosmobacter_SGB15074",TRUE,FALSE
"Dysosmobacter_SGB15077",FALSE,FALSE
"Dysosmobacter_sp_Marseille_Q4140",FALSE,FALSE
"Dysosmobacter_welbionis",FALSE,FALSE
"Faecalibacterium_prausnitzii",FALSE,FALSE
"Faecalibacterium_SGB15346",FALSE,FALSE
"Faecalibacterium_sp_CLA_AA_H233",FALSE,FALSE
"Faecalibacterium_sp_HTFF",FALSE,FALSE
"Flavonifractor_plautii",FALSE,FALSE
"Flavonifractor_SGB105860",TRUE,FALSE
"Flavonifractor_sp_AGMB03687",FALSE,TRUE
"Flavonifractor_sp_An10",FALSE,FALSE
"Flavonifractor_sp_An100",FALSE,FALSE
"Flavonifractor_sp_An135",TRUE,FALSE
"Fournierella_massiliensis",FALSE,FALSE
"Fumia_xinanensis",FALSE,FALSE
"GGB13463_SGB15285",FALSE,TRUE
"GGB13489_SGB15224",FALSE,FALSE
"GGB13493_SGB15238",FALSE,FALSE
"GGB25333_SGB37272",TRUE,FALSE
"GGB3152_SGB4165",FALSE,FALSE
"GGB3167_SGB4181",FALSE,FALSE
"GGB3169_SGB4183",TRUE,FALSE
"GGB3171_SGB4185",FALSE,TRUE
"GGB3204_SGB4228",TRUE,FALSE
"GGB3220_SGB4252",FALSE,FALSE
"GGB32451_SGB47419",FALSE,FALSE
"GGB3247_SGB4294",TRUE,FALSE
"GGB3285_SGB4339",FALSE,TRUE
"GGB32900_SGB53446",FALSE,FALSE
"GGB3340_SGB4419",FALSE,FALSE
"GGB3343_SGB4423",FALSE,FALSE
"GGB3344_SGB4424",FALSE,FALSE
"GGB3345_SGB4425",TRUE,FALSE
"GGB33469_SGB15236",FALSE,FALSE
"GGB33469_SGB15237",FALSE,FALSE
"GGB34228_SGB53814",FALSE,FALSE
"GGB34228_SGB72916",FALSE,FALSE
"GGB36331_SGB15121",FALSE,FALSE
"GGB36331_SGB53806",FALSE,TRUE
"GGB38744_SGB14842",FALSE,FALSE
"GGB38987_SGB53576",FALSE,TRUE
"GGB38987_SGB63305",FALSE,FALSE
"GGB41366_SGB58424",TRUE,FALSE
"GGB45537_SGB63217",FALSE,TRUE
"GGB45540_SGB63220",FALSE,FALSE
"GGB45596_SGB63306",FALSE,FALSE
"GGB45599_SGB63311",FALSE,FALSE
"GGB78928_SGB105381",TRUE,FALSE
"GGB79104_SGB105821",FALSE,FALSE
"GGB79118_SGB105839",FALSE,FALSE
"GGB84149_SGB121418",TRUE,FALSE
"GGB9237_SGB14179",FALSE,FALSE
"GGB9452_SGB14843",FALSE,FALSE
"GGB9453_SGB14844",FALSE,FALSE
"GGB9453_SGB14845",FALSE,FALSE
"GGB9454_SGB14846",TRUE,FALSE
"GGB9455_SGB14847",TRUE,FALSE
"GGB9457_SGB14849",FALSE,TRUE
"GGB9469_SGB14862",FALSE,FALSE
"GGB9469_SGB14863",FALSE,FALSE
"GGB9495_SGB14892",FALSE,FALSE
"GGB9590_SGB15012",FALSE,FALSE
"GGB9591_SGB15013",TRUE,FALSE
"GGB9593_SGB15015",FALSE,FALSE
"GGB9594_SGB15016",FALSE,TRUE
"GGB9595_SGB15019",TRUE,FALSE
"GGB9597_SGB15022",FALSE,FALSE
"GGB9602_SGB15028",FALSE,FALSE
"GGB9602_SGB15031",FALSE,FALSE
"GGB9603_SGB15035",TRUE,FALSE
"GGB9608_SGB15041",FALSE,FALSE
"GGB9608_SGB15042",FALSE,TRUE
"GGB9611_SGB15045",FALSE,FALSE
"GGB9613_SGB15048",FALSE,FALSE
"GGB9614_SGB15049",FALSE,FALSE
"GGB9616_SGB15051",FALSE,FALSE
"GGB9616_SGB15052",FALSE,FALSE
"GGB9616_SGB15062",FALSE,TRUE
"GGB9618_SGB15064",FALSE,TRUE
"GGB9618_SGB15065",FALSE,FALSE
"GGB9619_SGB15066",FALSE,FALSE
"GGB9619_SGB15067",FALSE,FALSE
"GGB9620_SGB15068",FALSE,FALSE
"GGB9620_SGB15070",FALSE,FALSE
"GGB9621_SGB15072",FALSE,TRUE
"GGB9621_SGB15073",FALSE,FALSE
"GGB9623_SGB15075",FALSE,FALSE
"GGB9627_SGB15081",FALSE,FALSE
"GGB9628_SGB15082",TRUE,FALSE
"GGB9630_SGB15084",FALSE,FALSE
"GGB9634_SGB15093",FALSE,FALSE
"GGB9634_SGB15095",FALSE,FALSE
"GGB9634_SGB15097",FALSE,FALSE
"GGB9634_SGB15099",FALSE,TRUE
"GGB9634_SGB15100",TRUE,FALSE
"GGB9634_SGB15101",FALSE,FALSE
"GGB9635_SGB15102",FALSE,TRUE
"GGB9635_SGB15103",FALSE,FALSE
"GGB9635_SGB15106",FALSE,FALSE
"GGB9636_SGB15107",FALSE,FALSE
"GGB9636_SGB15108",FALSE,FALSE
"GGB9637_SGB15111",FALSE,FALSE
"GGB9640_SGB15115",FALSE,FALSE
"GGB9641_SGB15117",FALSE,FALSE
"GGB9642_SGB15119",FALSE,FALSE
"GGB9646_SGB15123",FALSE,FALSE
"GGB9667_SGB15164",FALSE,FALSE
"GGB9668_SGB15165",FALSE,FALSE
"GGB9699_SGB15216",FALSE,FALSE
"GGB9707_SGB15229",FALSE,FALSE
"GGB9708_SGB15233",FALSE,FALSE
"GGB9708_SGB15234",FALSE,FALSE
"GGB9708_SGB15235",FALSE,FALSE
"GGB9710_SGB15239",FALSE,FALSE
"GGB9715_SGB15260",FALSE,FALSE
"GGB9715_SGB15265",FALSE,FALSE
"GGB9715_SGB15266",FALSE,FALSE
"GGB9715_SGB15267",FALSE,FALSE
"GGB9716_SGB15269",FALSE,FALSE
"GGB9724_SGB15278",FALSE,FALSE
"GGB9730_SGB15290",FALSE,FALSE
"GGB9730_SGB15291",FALSE,FALSE
"GGB9737_SGB15309",FALSE,FALSE
"GGB9739_SGB15313",FALSE,FALSE
"GGB9743_SGB15349",TRUE,FALSE
"Hydrogeniiclostridium_mannosilyticum",FALSE,FALSE
"Hydrogenoanaerobacterium_saccharovorans",FALSE,FALSE
"Hydrogenoanaerobacterium_SGB53821",FALSE,FALSE
"Lawsonibacter_asaccharolyticus",FALSE,FALSE
"Lawsonibacter_faecis",FALSE,FALSE
"Lawsonibacter_hominis",FALSE,FALSE
"Lawsonibacter_SGB15145",FALSE,FALSE
"Ligaoa_zhengdingensis",FALSE,FALSE
"Massiliimalia_massiliensis",FALSE,FALSE
"Massiliimalia_timonensis",FALSE,FALSE
"Monoglobus_pectinilyticus",FALSE,FALSE
"Neglectibacter_timonensis",FALSE,FALSE
"Neobittarella_massiliensis",FALSE,FALSE
"Oscillibacter_hominis",FALSE,FALSE
"Oscillibacter_ruminantium",FALSE,FALSE
"Oscillibacter_sp_ER4",FALSE,FALSE
"Oscillibacter_sp_MSJ_31",FALSE,FALSE
"Oscillibacter_sp_PC13",FALSE,FALSE
"Oscillibacter_valericigenes",FALSE,FALSE
"Clostridium_leptum",FALSE,FALSE
"Clostridium_methylpentosum",FALSE,FALSE
"Eubacterium_siraeum",FALSE,FALSE
"Oscillospiraceae_bacterium",FALSE,FALSE
"Oscillospiraceae_bacterium_CLA_AA_H250",FALSE,FALSE
"Oscillospiraceae_bacterium_Marseille_Q3528",FALSE,FALSE
"Oscillospiraceae_unclassified_SGB15251",TRUE,FALSE
"Oscillospiraceae_unclassified_SGB15252",TRUE,FALSE
"Oscillospiraceae_unclassified_SGB15253",FALSE,FALSE
"Oscillospiraceae_unclassified_SGB15256",FALSE,FALSE
"Oscillospiraceae_unclassified_SGB15257",FALSE,TRUE
"Oscillospiraceae_unclassified_SGB4196",TRUE,FALSE
"Oscillospiraceae_unclassified_SGB4199",TRUE,FALSE
"Oscillospiraceae_unclassified_SGB4281",FALSE,TRUE
"Ruminococcaceae_bacterium_Marseille_P2935",FALSE,FALSE
"Phocea_massiliensis",FALSE,FALSE
"Phocea_SGB105437",FALSE,TRUE
"Provencibacterium_massiliense",FALSE,FALSE
"Pseudoflavonifractor_capillosus",FALSE,FALSE
"Pseudoflavonifractor_gallinarum",FALSE,FALSE
"Pseudoflavonifractor_phocaeensis",FALSE,FALSE
"Pseudoflavonifractor_sp_AF19_9AC",FALSE,FALSE
"Pseudoflavonifractor_sp_MSJ_37",FALSE,TRUE
"Pseudoruminococcus_massiliensis",FALSE,FALSE
"Qingrenia_yutianensis",TRUE,FALSE
"Ruminococcus_bicirculans",FALSE,FALSE
"Ruminococcus_bovis",FALSE,TRUE
"Ruminococcus_bromii",FALSE,FALSE
"Ruminococcus_callidus",FALSE,FALSE
"Ruminococcus_gauvreauii",FALSE,FALSE
"Ruminococcus_SGB4253",FALSE,FALSE
"Ruminococcus_SGB4263",FALSE,TRUE
"Ruminococcus_SGB4421",FALSE,FALSE
"Ruminococcus_sp_AF13_28",FALSE,FALSE
"Ruminococcus_sp_AF41_9",FALSE,FALSE
"Ruminococcus_sp_Marseille_P6503",FALSE,TRUE
"Ruthenibacterium_lactatiformans",FALSE,FALSE
"Vescimonas_coprocola",FALSE,FALSE
"Vescimonas_fastidiosa",FALSE,FALSE
"Vescimonas_SGB15086",FALSE,FALSE
"Vescimonas_SGB15087",FALSE,FALSE
"Vescimonas_SGB15088",FALSE,TRUE
"Yanshouia_hominis",FALSE,FALSE
"Youxingia_wuxianensis",FALSE,FALSE
"Zongyangia_hominis",FALSE,FALSE
"Peptococcus_niger",FALSE,FALSE
"Clostridioides_difficile",FALSE,FALSE
"GGB4456_SGB6141",FALSE,FALSE
"Intestinibacter_bartlettii",FALSE,FALSE
"Mediannikoviicoccus_vaginalis",TRUE,FALSE
"Paeniclostridium_sordellii",FALSE,TRUE
"Peptacetobacter_hiranonis",FALSE,TRUE
"Peptostreptococcaceae_bacterium",TRUE,FALSE
"Peptostreptococcus_anaerobius",FALSE,FALSE
"Peptostreptococcus_SGB749",FALSE,FALSE
"Peptostreptococcus_stomatis",FALSE,TRUE
"Romboutsia_hominis",FALSE,TRUE
"Romboutsia_timonensis",FALSE,FALSE
"Terrisporobacter_mayombei",FALSE,FALSE
"Yeguia_hominis",FALSE,FALSE
"Catenibacterium_tridentinum",FALSE,FALSE
"Coprobacillus_cateniformis",FALSE,FALSE
"Allobaculum_stercoricanis",TRUE,FALSE
"Amedibacillus_dolichus",FALSE,FALSE
"Amedibacterium_intestinale",FALSE,FALSE
"Candidatus_Stoquefichus_sp_SB1",FALSE,FALSE
"Copranaerobaculum_intestinale",FALSE,FALSE
"Dielma_fastidiosa",FALSE,FALSE
"Clostridium_cocleatum",FALSE,TRUE
"Clostridium_innocuum",FALSE,FALSE
"Clostridium_saccharogumia",FALSE,FALSE
"Clostridium_spiroforme",FALSE,FALSE
"Erysipelatoclostridium_ramosum",FALSE,FALSE
"Erysipelatoclostridium_SGB66626",FALSE,FALSE
"Erysipelatoclostridium_sp_An15",FALSE,FALSE
"Erysipelotrichaceae_bacterium_7770_A6",FALSE,TRUE
"Erysipelotrichaceae_bacterium_LH1062",FALSE,TRUE
"Faecalibacillus_faecis",FALSE,FALSE
"Faecalibacillus_intestinalis",FALSE,FALSE
"Faecalibacillus_SGB6753",FALSE,FALSE
"Faecalicoccus_pleomorphus",FALSE,FALSE
"Faecalitalea_cylindroides",FALSE,FALSE
"GGB31184_SGB44478",TRUE,FALSE
"GGB48567_SGB66627",FALSE,TRUE
"GGB4888_SGB6837",TRUE,FALSE
"Holdemanella_biformis",FALSE,FALSE
"Holdemanella_porci",FALSE,FALSE
"Holdemania_filiformis",FALSE,FALSE
"Holdemania_massiliensis",FALSE,FALSE
"Holdemania_sp_1001095H_141210_F2",FALSE,FALSE
"Longibaculum_muris",FALSE,FALSE
"Longicatena_caecimuris",FALSE,FALSE
"Massilicoli_timonensis",FALSE,FALSE
"Massilimicrobiota_timonensis",FALSE,FALSE
"Merdibacter_massiliensis",TRUE,FALSE
"Solobacterium_moorei",FALSE,FALSE
"Solobacterium_SGB6828",FALSE,TRUE
"Solobacterium_SGB6829",FALSE,FALSE
"Solobacterium_SGB6833",FALSE,FALSE
"Traorella_massiliensis",FALSE,FALSE
"Turicibacter_bilis",FALSE,FALSE
"Turicibacter_sanguinis",FALSE,FALSE
"Firmicutes_bacterium",FALSE,FALSE
"Firmicutes_bacterium_AM41_11",FALSE,TRUE
"Firmicutes_unclassified_SGB47659",FALSE,FALSE
"Firmicutes_unclassified_SGB47660",FALSE,FALSE
"GGB3680_SGB4994",TRUE,FALSE
"GGB3680_SGB4995",FALSE,FALSE
"GGB52002_SGB72669",FALSE,FALSE
"GGB9509_SGB14906",FALSE,FALSE
"GGB9511_SGB14908",FALSE,FALSE
"GGB9512_SGB14909",FALSE,FALSE
"GGB9513_SGB14911",TRUE,FALSE
"Negativibacillus_massiliensis",FALSE,FALSE
"Acidaminococcus_fermentans",FALSE,FALSE
"Acidaminococcus_intestini",FALSE,FALSE
"Acidaminococcus_SGB5735",FALSE,FALSE
"GGB4239_SGB5731",TRUE,FALSE
"GGB4249_SGB5749",FALSE,FALSE
"GGB4257_SGB5789",TRUE,FALSE
"Phascolarctobacterium_faecium",FALSE,FALSE
"Phascolarctobacterium_SGB5790",TRUE,FALSE
"Phascolarctobacterium_sp_ET69",FALSE,FALSE
"Phascolarctobacterium_succinatutens",FALSE,FALSE
"GGB42711_SGB59916",TRUE,FALSE
"Megamonas_funiformis",FALSE,FALSE
"Mitsuokella_jalaludinii",FALSE,TRUE
"Mitsuokella_multacida",FALSE,TRUE
"Allisonella_histaminiformans",FALSE,FALSE
"Anaeroglobus_geminatus",FALSE,FALSE
"Colibacter_massiliensis",TRUE,FALSE
"Dialister_hominis",FALSE,FALSE
"Dialister_invisus",FALSE,FALSE
"Dialister_pneumosintes",FALSE,FALSE
"GGB4266_SGB5809",FALSE,TRUE
"GGB4277_SGB5832",FALSE,FALSE
"Megasphaera_massiliensis",FALSE,FALSE
"Megasphaera_micronuciformis",FALSE,TRUE
"Megasphaera_SGB5856",FALSE,TRUE
"Megasphaera_sp_NM10",TRUE,FALSE
"Megasphaera_stantonii",FALSE,TRUE
"Veillonella_atypica",FALSE,FALSE
"Veillonella_dispar",FALSE,FALSE
"Veillonella_parvula",FALSE,FALSE
"Veillonella_ratti",FALSE,TRUE
"Veillonella_rogosae",FALSE,FALSE
"Veillonella_seminalis",TRUE,FALSE
"Veillonellaceae_bacterium",FALSE,FALSE
"Veillonellaceae_bacterium_DNF00626",TRUE,FALSE
"Acidilutibacter_cellobiosedens",FALSE,TRUE
"Anaerococcus_hydrogenalis",TRUE,FALSE
"Anaerococcus_ihuae",FALSE,FALSE
"Anaerococcus_marasmi",TRUE,FALSE
"Anaerococcus_mediterraneensis",FALSE,FALSE
"Anaerococcus_murdochii",FALSE,FALSE
"Anaerococcus_obesiensis",FALSE,FALSE
"Anaerococcus_prevotii",FALSE,FALSE
"Anaerococcus_senegalensis",FALSE,FALSE
"Anaerococcus_sp_Marseille_P3915",TRUE,FALSE
"Anaerococcus_vaginalis",FALSE,FALSE
"Finegoldia_magna",FALSE,FALSE
"Helcococcus_massiliensis",FALSE,TRUE
"Lagierella_massiliensis",TRUE,FALSE
"Parvimonas_micra",FALSE,FALSE
"Peptoniphilus_catoniae",TRUE,FALSE
"Peptoniphilus_duerdenii",FALSE,FALSE
"Peptoniphilus_gorbachii",FALSE,FALSE
"Peptoniphilus_grossensis",FALSE,FALSE
"Peptoniphilus_harei",FALSE,FALSE
"Peptoniphilus_lacrimalis",FALSE,FALSE
"Peptoniphilus_nemausensis",TRUE,FALSE
"Peptoniphilus_obesi",FALSE,FALSE
"Peptoniphilus_pacaensis",FALSE,FALSE
"Peptoniphilus_rachelemmaiella",FALSE,FALSE
"Peptoniphilus_senegalensis",FALSE,FALSE
"Peptoniphilus_SGB105001",TRUE,FALSE
"Peptoniphilus_SGB106405",TRUE,FALSE
"Peptoniphilus_sp_BV3C26",FALSE,FALSE
"Peptoniphilus_sp_Marseille_P3761",FALSE,FALSE
"Peptoniphilus_urinimassiliensis",TRUE,FALSE
"Urinicoccus_massiliensis",FALSE,TRUE
"Urinicoccus_timonensis",FALSE,TRUE
"Paratissierella_segnis",TRUE,FALSE
"Ezakiella_coagulans",FALSE,FALSE
"Ezakiella_massiliensis",TRUE,FALSE
"Ezakiella_peruensis",TRUE,FALSE
"Ezakiella_SGB6726",TRUE,FALSE
"Kallipyga_gabonensis",TRUE,FALSE
"Kallipyga_massiliensis",TRUE,FALSE
"Tissierellia_bacterium_KA00581",TRUE,FALSE
"Cetobacterium_somerae",FALSE,FALSE
"Fusobacterium_gonidiaformans",TRUE,FALSE
"Fusobacterium_mortiferum",TRUE,FALSE
"Fusobacterium_nucleatum",FALSE,FALSE
"Fusobacterium_perfoetens",FALSE,FALSE
"Fusobacterium_periodonticum",FALSE,TRUE
"Fusobacterium_SGB6028",FALSE,FALSE
"Fusobacterium_ulcerans",FALSE,FALSE
"GGB4386_SGB6036",FALSE,FALSE
"GGB81434_SGB115923",FALSE,TRUE
"Leptotrichia_wadei",TRUE,FALSE
"Sneathia_vaginalis",FALSE,TRUE
"GGB6470_SGB9153",FALSE,FALSE
"GGB6518_SGB9205",FALSE,FALSE
"GGB6519_SGB9208",TRUE,FALSE
"GGB6522_SGB9214",FALSE,TRUE
"GGB6512_SGB9197",TRUE,FALSE
"GGB6512_SGB9198",TRUE,FALSE
