M-Group	M-Group-Type [k|u]	M-Group  Label (kVSG only)	SGB	hits	genomes in the SGB
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	uSGB15106 	1	1782
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB6783 	1	701
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB7967 	1	1466
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB6094 	1	2
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB8027 	1	58
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB7495 	1	2
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB8826 	1	1
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB8227 	1	41
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB17121 	1	33
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB8000 	1	219
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB7988 	1	1
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB24947 	1	1
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB7249 	1	22
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB29733 	1	1
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB29847 	1	1
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB8219 	1	93
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB49065 	1	1
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB7987 	1	4
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB25741 	1	1
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB47138 	1	3
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB8209 	1	1020
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB82599 	1	1
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB7467 	1	7
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB29897 	1	1
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB8218 	1	964
M1216	kVSG	NC_0218611_Lactococcus_phage_BM13|NC_0027471_Lactococcus_phage_TP9011|NC_0026671_Lactococcus_prophage_bIL286|NC_0310171_Lactococcus_phage_63301|NC_0040661_Lactococcus_phage_ul36|NC_0058221_Lactococcus_phage_phiLC3|NC_0027031_Lactococcus_phage_Tuc2009|NC_0043021_Bacteriophage_r1t_integrase_repressor_protein_rro_dUTPase_holin_and_lysin_genes_complete_cds|NC_0027961_Lactococcus_phage_BK5T|NC_0310131_Lactococcus_phage_28201|NC_0310641_Lactococcus_phage_98201|NC_0026661_Lactococcus_prophage_bIL285	kSGB37266 	1	20
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10073 	42	8462
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10079 	17	57
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10232 	4	27
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10254 	3	21
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10269 	3	39
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10122 	3	18
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB9731 	2	43
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10266 	2	2
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10274 	2	17
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10270 	2	61
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB31230 	1	4
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10290 	1	5
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10288 	1	11
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10285 	1	13
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB31249 	1	2
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10111 	1	26
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB12690 	1	5
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB9621 	1	2
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB32430 	1	1
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB12358 	1	12
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10011 	1	3
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB88266 	1	1
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB89869 	1	1
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB81760 	1	1
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB81784 	1	2
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10119 	1	280
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB81725 	1	1
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10066 	1	56
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB58216 	1	24
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB58219 	1	2
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10272 	1	7
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB80459 	1	1
M1217	kVSG	NC_0013171_Escherichia_phage_186|NC_0053401_Enterobacteria_phage_PsP3	kSGB10135 	1	64
M1218	kVSG	NC_0291191_Staphylococcus_phage_SPbetalike	uSGB6518 	2	42
M1218	kVSG	NC_0291191_Staphylococcus_phage_SPbetalike	kSGB1588 	1	228
M1218	kVSG	NC_0291191_Staphylococcus_phage_SPbetalike	kSGB1899 	1	192
M1218	kVSG	NC_0291191_Staphylococcus_phage_SPbetalike	uSGB6506 	1	159
M1218	kVSG	NC_0291191_Staphylococcus_phage_SPbetalike	kSGB7865 	1	1225
M1218	kVSG	NC_0291191_Staphylococcus_phage_SPbetalike	kSGB25091 	1	29
M1218	kVSG	NC_0291191_Staphylococcus_phage_SPbetalike	kSGB7533 	1	105
M1218	kVSG	NC_0291191_Staphylococcus_phage_SPbetalike	kSGB8216 	1	1107
M1219	kVSG	NC_0177321_Enterococcus_phage_EF62phi	kSGB7962 	93	2595
M1219	kVSG	NC_0177321_Enterococcus_phage_EF62phi	kSGB4532 	5	807
M1219	kVSG	NC_0177321_Enterococcus_phage_EF62phi	kSGB8209 	5	1020
M1219	kVSG	NC_0177321_Enterococcus_phage_EF62phi	kSGB29517 	4	4
M1219	kVSG	NC_0177321_Enterococcus_phage_EF62phi	uSGB8239 	1	3
M1219	kVSG	NC_0177321_Enterococcus_phage_EF62phi	kSGB8053 	1	60
M1219	kVSG	NC_0177321_Enterococcus_phage_EF62phi	kSGB29859 	1	1
M1219	kVSG	NC_0177321_Enterococcus_phage_EF62phi	kSGB7964 	1	2
M1219	kVSG	NC_0177321_Enterococcus_phage_EF62phi	kSGB82615 	1	1
M1220	uVSG	-	kSGB15452 	85	1097
M1220	uVSG	-	kSGB9461 	54	2171
M1220	uVSG	-	uSGB15451 	2	34
M1220	uVSG	-	kSGB5062 	1	401
M1220	uVSG	-	uSGB15459 	1	4
M1220	uVSG	-	kSGB5765 	1	1104
M1220	uVSG	-	kSGB15467 	1	617
M1220	uVSG	-	kSGB17268 	1	4
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10068 	3945	18558
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10073 	484	8462
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10063 	53	164
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10115 	30	7034
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10118 	24	152
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10066 	13	56
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10147 	12	136
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10086 	12	111
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10067 	6	37
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10064 	6	82
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10131 	4	121
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB31142 	3	8
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB31112 	3	29
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10114 	2	274
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	uSGB58186 	2	10
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10130 	2	1219
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	uSGB14313 	2	918
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB58209 	2	6
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	uSGB6571 	2	311
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10202 	2	42
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB9450 	2	109
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB31111 	2	3
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10270 	2	61
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10133 	2	130
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10125 	2	7
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10213 	2	422
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB5803 	1	333
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	uSGB65020 	1	2
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB38368 	1	10
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	uSGB58204 	1	2
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10111 	1	26
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	uSGB81709 	1	1
