"M.Group.Cluster","genomeName","len","breadth_of_coverage","depth_of_coverage_mean","depth_of_coverage_median","M.Group.Type..k.u.","First.Genome.in.Cluster","Other.Genomes","sample"
"M892","VDB|000E-000C-0-0002|M892-c3062-c0-c0",19587,0.999693674375862,44.8692610183341,44,"uVSG","-","-","FF08034735"
"M996","VDB|001D-00EB-0-0000|M996-c3570-c0-c0",26726,0.999550999027165,7.4404432132964,7,"uVSG","-","-","FF08034735"
"M1063","VDB|001E-0012-0-0002|M1063-c3742-c0-c0",18282,0.994420741713161,11.8771727172717,12,"uVSG","-","-","FF08034735"
"M1138","VDB|000D-0023-0-0002|M1138-c3917-c0-c0",16396,0.993169065625762,16.0346966347335,16,"uVSG","-","-","FF08034735"
"M347","VDB|003A-0014-0-0001|M347-c1826-c0-c2",43263,0.976400157178189,15.0687467449458,15,"uVSG","-","-","FF08034735"
"M808","VDB|0010-0092-0-0000|M808-c3098-c0-c1",18422,0.974704158071871,5.06928046335487,5,"uVSG","-","-","FF08034735"
"M1051","VDB|0046-0118-0-0007|M1051-c3711-c0-c0",15645,0.970789389581336,7.7328153805636,7,"uVSG","-","-","FF08034735"
"M706","VDB|002C-0005-0-001A|M706-c2807-c0-c0",33806,0.957670236052772,4.81711196911197,4,"uVSG","-","-","FF08034735"
"M798","VDB|001E-0069-0-0006|M798-c3071-c0-c0",31306,0.953778828339615,11.0609196557152,11,"uVSG","-","-","FF08034735"
"M441","VDB|0021-001E-0-0006|M441-c2353-c7-c9",1676,0.95346062052506,425.528785982478,463.5,"uVSG","-","-","FF08034735"
"M646","VDB|0008-003F-0-0001|M646-c3660-c0-c4",4705,0.952603613177471,4.07987505577867,3,"uVSG","-","-","FF08034735"
"M1083","VDB|0002-000B-0-0008|M1083-c3797-c0-c1",14709,0.935277721123122,4.70058879116086,4,"uVSG","-","-","FF08034735"
"M786","VDB|001D-00C7-0-0002|M786-c3034-c0-c1",22115,0.933710151480895,8.05888905031721,8,"uVSG","-","-","FF08034735"
"M1049","VDB|0030-0050-0-0002|M1049-c3702-c0-c1",14113,0.929781052929923,6.04869684499314,5,"uVSG","-","-","FF08034735"
"M832","VDB|004C-0062-0-0001|M832-c3151-c0-c0",25602,0.907819701585814,13.7362533344807,14,"uVSG","-","-","FF08034735"
"M343","VDB|0020-0022-0-0001|M343-c2403-c0-c1",24641,0.906456718477335,9.02990687679083,9,"uVSG","-","-","FF08034735"
"M867","VDB|004F-003D-0-0003|M867-c2128-c1-c18",3206,0.90455396132252,11.1696551724138,11,"uVSG","-","-","FF08034735"
"M1111","VDB|0009-0054-0-0004|M1111-c3891-c1-c4",1525,0.888524590163934,2.40221402214022,2,"uVSG","-","-","FF08034735"
"M715","VDB|001E-001A-0-0002|M715-c2986-c0-c16",1939,0.866425992779783,3.57202380952381,3,"uVSG","-","-","FF08034735"
"M806","VDB|0047-005E-0-0003|M806-c3084-c0-c0",2814,0.846481876332623,3.01301427371956,3,"uVSG","-","-","FF08034735"
"M1333","VDB|001D-00D1-0-0006|M1333-c3600-c1-c54",1527,0.8316961362148,6.25354330708661,6,"uVSG","-","-","FF08034735"
"M787","VDB|000C-001E-0-0006|M787-c3035-c0-c0",20601,0.826270569389835,7.57695922923276,7,"uVSG","-","-","FF08034735"
"M1024","VDB|002E-001C-0-000E|M1024-c3648-c0-c1",1664,0.824519230769231,2.64504373177843,2,"uVSG","-","-","FF08034735"
"M282","VDB|0051-0083-0-000C|M282-c3522-c0-c6",7246,0.822522771184102,47.3328859060403,40,"uVSG","-","-","FF08034735"
"M1147","VDB|0015-0036-0-0001|M1147-c3381-c1-c16",10629,0.818891711355725,8.14177389705882,5,"uVSG","-","-","FF08034735"
"M990","VDB|001D-0116-0-000A|M990-c2783-c0-c2",6718,0.817207502232807,2.51967213114754,2,"uVSG","-","-","FF08034735"
"M1110","VDB|0008-0013-0-0002|M1110-c3831-c0-c8",11199,0.809804446825609,9.12757746168266,9,"uVSG","-","-","FF08034735"
"M936","VDB|003A-003B-0-0004|M936-c1225-c5-c0",10629,0.805626117226456,3.66763984584842,3,"uVSG","-","-","FF08034735"
"M902","VDB|004C-0052-0-0002|M902-c3340-c0-c2",13405,0.772771353972398,11.9725842262767,12,"uVSG","-","-","FF08034735"
"M962","VDB|002F-00C8-0-0002|M962-c3487-c0-c0",21427,0.760255752088487,2.97096378146102,2,"uVSG","-","-","FF08034735"
"M940","VDB|0001-0094-0-0008|M940-c483-c2-c0",4712,1,396.140280135823,405,"uVSG","-","-","FF08034737"
"M223","VDB|004F-0263-0-0005|M223-c655-c1-c20",5844,1,1014.21184120465,1057,"uVSG","-","-","FF08034737"
"M441","VDB|0021-00B5-0-0016|M441-c2494-c4-c0",1733,1,116.834391229083,122,"uVSG","-","-","FF08034737"
"M918","VDB|0021-0060-0-0029|M918-c3386-c2-c0",1843,1,283.00217037439,302,"uVSG","-","-","FF08034737"
"M1188","VDB|000D-0048-0-0002|M1188-c458-c0-c1",5053,0.999802097763705,18.6084718923199,18,"kVSG","NC_013643_Enterococcus_phage_phiFL2A","NC_0136431_Enterococcus_phage_phiFL2A|NC_0136461_Enterococcus_phage_phiFL1A|NC_0286712_Enterococcus_phage_vB_EfaS_IME197|NC_0136481_Enterococcus_phage_phiFL3A|NC_0136961_Enterococcus_phage_phiEf11|NC_0254531_Enterococcus_phage_EFC1","FF08034737"
"M1219","VDB|0047-0001-0-0000|M1219-c600-c0-c3",30162,0.999469531198196,26.1161348105885,26,"kVSG","NC_017732_Enterococcus_phage_EF62phi","NC_0177321_Enterococcus_phage_EF62phi","FF08034737"
"M697","VDB|0010-00F3-0-0001|M697-c3861-c6-c0",10022,0.999002195170625,56.5388533759489,56,"uVSG","-","-","FF08034737"
"M1098","VDB|0001-011B-0-0000|M1098-c3832-c0-c0",16316,0.998529051238049,13.9945985759882,14,"uVSG","-","-","FF08034737"
"M1019","VDB|0038-0051-0-0000|M1019-c3638-c0-c5",2939,0.992854712487241,212.817683344757,221,"uVSG","-","-","FF08034737"
"M1020","VDB|0037-001F-0-0000|M1020-c3639-c0-c3",2955,0.96243654822335,14.4089310829817,15,"uVSG","-","-","FF08034737"
"M282","VDB|0045-002A-0-0003|M282-c3522-c0-c7",7176,0.951226309921962,71.7188690301787,90,"uVSG","-","-","FF08034737"
"M1332","VDB|0048-0052-0-0002|M1332-c3794-c0-c5",3867,0.942073959141453,4.50260774087291,4,"uVSG","-","-","FF08034737"
"M900","VDB|0010-01C8-0-0001|M900-c3337-c0-c1",9840,0.921646341463415,4.91366192523983,5,"uVSG","-","-","FF08034737"
"M311","VDB|001D-007B-0-0007|M311-c1716-c0-c15",4185,0.915890083632019,3.23897730237412,3,"kVSG","NC_029014_Parabacteroides_phage_YZ2015b","NC_0290141_Parabacteroides_phage_YZ2015b","FF08034737"
"M459","VDB|0012-006C-0-0000|M459-c2089-c0-c15",2488,0.912379421221865,6.92511013215859,6,"uVSG","-","-","FF08034737"
"M538","VDB|003A-0034-0-0002|M538-c2377-c0-c1",5679,0.855432294418031,588.164265129683,643,"uVSG","-","-","FF08034737"
"M898","VDB|0021-0033-0-0000|M898-c3330-c2-c0",4696,0.847103918228279,4.20060331825038,3,"uVSG","-","-","FF08034737"
"M725","VDB|0040-007C-0-0005|M725-c2868-c0-c9",4094,0.84342940889106,2.27743990732696,2,"uVSG","-","-","FF08034737"
"M892","VDB|0001-0085-0-0004|M892-c3062-c0-c10",11651,0.841387005407261,89.6551055799245,90,"uVSG","-","-","FF08034737"
"M1206","VDB|0024-0000-0-0001|M1206-c595-c0-c0",83910,0.835037540221666,3.42612890335103,3,"kVSG","NC_001895_Enterobacteria_phage_P2","NC_0018951_Enterobacteria_phage_P2|NC_0227501_Enterobacteria_phage_fiAA91ss|NC_0047451_Yersinia_phage_L413C|NC_0050561_Escherichia_phage_Wphi|NC_0217741_Salmonella_phage_FSL_SP004|NC_0288961_Escherichia_phage_pro147","FF08034737"
"M1302","VDB|0009-0073-0-0005|M1302-c867-c0-c16",2064,0.833817829457364,2.44102266124346,2,"uVSG","-","-","FF08034737"
"M703","VDB|001E-0060-0-0001|M703-c1245-c0-c9",20522,0.782282428613196,757.721315559985,212,"uVSG","-","-","FF08034737"
"M651","VDB|001F-002E-0-0000|M651-c2751-c0-c6",2782,0.765636232925953,87.6769953051643,33,"uVSG","-","-","FF08034737"
"M908","VDB|0017-000D-0-0009|M908-c3097-c0-c11",3137,0.761555626394645,11.945583926329,12,"uVSG","-","-","FF08034737"
"M426","VDB|0010-0083-0-0004|M426-c1753-c0-c56",4759,0.756461441479302,12.7858333333333,13,"uVSG","-","-","FF08034737"
"M697","VDB|0015-000A-0-0000|M697-c3861-c6-c15",4399,1,3858.99522618777,4078,"uVSG","-","-","FF08034739"
"M1005","VDB|0012-001E-0-000B|M1005-c3596-c0-c2",14412,0.998959200666112,8.04903799402653,8,"uVSG","-","-","FF08034739"
"M757","VDB|0012-000A-0-0009|M757-c2104-c0-c1",33829,0.989476484672914,11.1091924834942,11,"uVSG","-","-","FF08034739"
"M808","VDB|0010-0092-0-0000|M808-c3098-c0-c1",18422,0.986103571816307,41.2095673235715,41,"uVSG","-","-","FF08034739"
"M347","VDB|003A-000C-0-0004|M347-c1113-c0-c4",47288,0.978218575537134,13.8797613385793,14,"uVSG","-","-","FF08034739"
"M995","VDB|001E-00BF-0-0000|M995-c3569-c0-c1",19465,0.97395324942204,14.5399831205823,9,"uVSG","-","-","FF08034739"
"M646","VDB|0030-003F-0-0000|M646-c3705-c0-c2",1763,0.969370391378332,3.49853715623171,3,"uVSG","-","-","FF08034739"
"M311","VDB|0013-0040-0-0000|M311-c1716-c0-c18",3396,0.966136631330978,4.05638524839988,3,"kVSG","NC_029014_Parabacteroides_phage_YZ2015b","NC_0290141_Parabacteroides_phage_YZ2015b","FF08034739"
"M282","VDB|0013-0036-0-0001|M282-c3840-c1-c6",6488,0.958076448828607,24.7046332046332,25,"uVSG","-","-","FF08034739"
"M212","VDB|001D-00E7-0-0004|M212-c1504-c0-c6",49486,0.945034959382452,39.0279690373348,40,"uVSG","-","-","FF08034739"
"M1333","VDB|001F-0071-0-0002|M1333-c3600-c1-c20",1858,0.88805166846071,10.5454545454545,10,"uVSG","-","-","FF08034739"
"M801","VDB|0010-00FF-0-0001|M801-c103-c1-c215",66293,0.885251836543828,26.5004259959786,27,"uVSG","-","-","FF08034739"
"M892","VDB|001E-0033-0-0002|M892-c3062-c0-c11",11172,0.832169709989259,27.837259330967,16,"uVSG","-","-","FF08034739"
"M179","VDB|001E-0080-0-0003|M179-c2923-c0-c1",31660,0.813802905874921,12.5816417620803,13,"uVSG","-","-","FF08034739"
"M1098","VDB|000C-000F-0-0002|M1098-c2579-c0-c1",6361,0.811507624587329,3.06450987989151,3,"uVSG","-","-","FF08034739"
"M441","VDB|002C-0001-0-0004|M441-c2353-c0-c1",12885,0.787582460225068,15.1627906976744,15,"uVSG","-","-","FF08034739"
"M1064","VDB|0002-002F-0-0000|M1064-c1042-c2-c105",24967,0.783113710097328,4.24115180032733,4,"uVSG","-","-","FF08034739"
"M1283","VDB|0015-0005-0-0009|M1283-c975-c0-c123",2062,0.769641125121241,23.0346565847511,16,"uVSG","-","-","FF08034739"
"M812","VDB|0028-004F-0-000A|M812-c3247-c0-c0",1956,0.76278118609407,3.0529490616622,3,"uVSG","-","-","FF08034739"
"M900","VDB|0048-005E-0-0003|M900-c3337-c0-c0",23411,0.761095211652642,2.53232686047817,2,"uVSG","-","-","FF08034739"
"M1320","VDB|0010-010E-0-000D|M1320-c914-c0-c2",32747,0.750389348642624,3.45322101493509,3,"uVSG","-","-","FF08034739"
"M697","VDB|0040-00CF-0-0002|M697-c3861-c6-c9",6630,1,174.82036199095,158,"uVSG","-","-","FF08034741"
"M892","VDB|000E-000C-0-0002|M892-c3062-c0-c0",19587,0.999540511563792,65.8285831034835,67,"uVSG","-","-","FF08034741"
"M665","VDB|0050-0024-0-0002|M665-c2297-c0-c5",4902,0.999388004895961,27.1704429475403,20,"uVSG","-","-","FF08034741"
"M1064","VDB|001E-002F-0-0000|M1064-c1042-c2-c1",83939,0.955932284158734,26.3492273180459,29,"uVSG","-","-","FF08034741"
"M655","VDB|0021-0083-0-0000|M655-c2686-c0-c0",2610,0.953639846743295,45.2020891924468,46,"uVSG","-","-","FF08034741"
"M914","VDB|0040-010D-0-0001|M914-c1802-c0-c6",5142,0.929988331388565,32.7749895441238,37,"uVSG","-","-","FF08034741"
"M1024","VDB|004C-009E-0-000C|M1024-c3741-c0-c0",10248,0.926619828259173,16.4362889637742,16,"uVSG","-","-","FF08034741"
"M441","VDB|0021-0058-0-0000|M441-c2353-c7-c3",3199,0.911847452328853,577.848474460062,601,"uVSG","-","-","FF08034741"
"M707","VDB|004C-00A2-0-0008|M707-c3688-c0-c0",5113,0.84627420301193,3.5523457360758,3,"uVSG","-","-","FF08034741"
"M282","VDB|0051-0083-0-000C|M282-c3522-c0-c6",7246,0.823626828595087,56.6618632707775,44,"uVSG","-","-","FF08034741"
"M867","VDB|0030-009D-0-0000|M867-c2305-c0-c8",3144,0.784669211195929,10.4957438184029,4,"uVSG","-","-","FF08034741"
"M347","VDB|0010-01B7-0-000E|M347-c2226-c1-c7",2005,0.781047381546135,1.56002554278416,1,"uVSG","-","-","FF08034741"
"M448","VDB|004C-00DB-0-0000|M448-c2070-c2-c9",1725,0.777971014492754,3.60283159463487,3,"uVSG","-","-","FF08034741"
"M706","VDB|0001-00A1-0-0001|M706-c2807-c0-c4",24531,0.770820594350006,3.59749325717912,3,"uVSG","-","-","FF08034741"
"M1077","VDB|004F-014E-0-0000|M1077-c3780-c0-c7",1672,0.769138755980861,2.35458786936236,2,"uVSG","-","-","FF08034741"
"M179","VDB|004C-0094-0-0001|M179-c1380-c0-c0",29402,0.755934970410176,8.63034284171691,7,"uVSG","-","-","FF08034741"
"M955","VDB|0046-01A7-0-0001|M955-c3469-c0-c1",3322,0.750451535219747,2.94624949859607,3,"uVSG","-","-","FF08034741"
"M801","VDB|0022-0010-0-0003|M801-c143-c0-c1",2354,1,116.915038232795,121,"uVSG","-","-","FF08034742"
"M441","VDB|0021-0026-0-000E|M441-c2353-c7-c3",2850,1,1448.39298245614,1507.5,"uVSG","-","-","FF08034742"
"M697","VDB|004A-0080-0-0000|M697-c3861-c6-c8",7879,1,984.36844777256,877,"uVSG","-","-","FF08034742"
"M865","VDB|0021-00B6-0-001D|M865-c3105-c0-c1",2088,1,26.7471264367816,26,"uVSG","-","-","FF08034742"
"M808","VDB|0010-0092-0-0000|M808-c3098-c0-c1",18422,1,18.5746390185648,18,"uVSG","-","-","FF08034742"
"M921","VDB|0009-0082-0-0004|M921-c3088-c1-c0",5790,1,26.2640759930915,26,"uVSG","-","-","FF08034742"
"M564","VDB|0021-00B0-0-000E|M564-c2431-c0-c3",3023,1,26.4177968905061,28,"uVSG","-","-","FF08034742"
"M373","VDB|0028-000A-0-0000|M373-c1890-c0-c1",13356,0.999026654687032,7.88908041669789,8,"uVSG","-","-","FF08034742"
"M488","VDB|0030-000B-0-000A|M488-c2192-c0-c3",2503,0.998801438274071,112.0388,123,"uVSG","-","-","FF08034742"
"M757","VDB|0021-0003-0-0006|M757-c3443-c0-c2",1807,0.998339789706696,4.31762749445676,4,"uVSG","-","-","FF08034742"
"M1064","VDB|0010-00B4-0-000F|M1064-c1042-c2-c20",35878,0.996683204191984,8.78634749293884,8,"uVSG","-","-","FF08034742"
"M484","VDB|001D-00F6-0-0006|M484-c2184-c1-c3",7280,0.992032967032967,9.01467737468845,6,"uVSG","-","-","FF08034742"
"M282","VDB|0045-002A-0-0003|M282-c3522-c0-c7",7176,0.987736900780379,136.179881489842,125,"uVSG","-","-","FF08034742"
"M459","VDB|0016-0013-0-0001|M459-c3884-c0-c12",4112,0.987110894941634,29.120226656812,31,"uVSG","-","-","FF08034742"
"M825","VDB|0020-0008-0-0000|M825-c2892-c0-c4",3043,0.977653631284916,4.90890756302521,4,"uVSG","-","-","FF08034742"
"M1098","VDB|0001-00B8-0-0003|M1098-c2579-c0-c6",2436,0.975779967159278,12.2175010517459,12,"uVSG","-","-","FF08034742"
"M1128","VDB|002F-004A-0-0000|M1128-c3904-c0-c2",1556,0.972365038560411,5.13218770654329,5,"uVSG","-","-","FF08034742"
"M453","VDB|0030-0007-0-0006|M453-c919-c0-c6",95583,0.96646893276001,12.0168871376302,11,"uVSG","-","-","FF08034742"
"M947","VDB|002B-0009-0-0005|M947-c3449-c0-c2",9707,0.96332543525291,18.567212062881,18,"uVSG","-","-","FF08034742"
"M317","VDB|0046-0092-0-0000|M317-c1730-c0-c4",1999,0.946473236618309,14.8255813953488,13,"uVSG","-","-","FF08034742"
"M855","VDB|004A-0036-0-0000|M855-c3787-c0-c2",5551,0.934786524950459,22.0743881287339,22,"uVSG","-","-","FF08034742"
"M646","VDB|004F-019F-0-0000|M646-c2666-c0-c8",4848,0.922854785478548,7.67568171658471,8,"uVSG","-","-","FF08034742"
"M914","VDB|0040-010D-0-0001|M914-c1802-c0-c6",5142,0.916180474523532,9.18446189768627,8,"uVSG","-","-","FF08034742"
"M1117","VDB|0052-0012-0-0000|M1117-c3616-c0-c1",20067,0.911994817361838,4.77952024479537,4,"uVSG","-","-","FF08034742"
"M146","VDB|001E-00A7-0-0003|M146-c2684-c0-c11",4965,0.893856998992951,18.9357818837314,15,"uVSG","-","-","FF08034742"
"M995","VDB|001E-00BF-0-0000|M995-c3569-c0-c1",19465,0.893141536090419,11.8626402070751,5,"uVSG","-","-","FF08034742"
"M506","VDB|0014-0000-0-0006|M506-c958-c0-c52",3499,0.879108316661903,613.150520156047,790,"uVSG","-","-","FF08034742"
"M944","VDB|002F-00F1-0-0000|M944-c3444-c0-c0",29600,0.82722972972973,38.7398105039615,41,"uVSG","-","-","FF08034742"
"M1206","VDB|0013-003F-0-0002|M1206-c567-c0-c2",31993,0.815459631794455,9.66863429031392,8,"kVSG","NC_001895_Enterobacteria_phage_P2","NC_0018951_Enterobacteria_phage_P2|NC_0227501_Enterobacteria_phage_fiAA91ss|NC_0047451_Yersinia_phage_L413C|NC_0050561_Escherichia_phage_Wphi|NC_0217741_Salmonella_phage_FSL_SP004|NC_0288961_Escherichia_phage_pro147","FF08034742"
"M1140","VDB|0037-0120-0-0001|M1140-c1242-c0-c14",7355,0.797280761386812,353.43894952251,378,"uVSG","-","-","FF08034742"
"M776","VDB|0012-006E-0-0001|M776-c2271-c0-c11",5604,0.793718772305496,25.0633992805755,27,"uVSG","-","-","FF08034742"
"M1147","VDB|000D-003E-0-0002|M1147-c105-c0-c184",76056,0.78806405806248,44.751288853296,12,"uVSG","-","-","FF08034742"
"M1143","VDB|0020-0018-0-0000|M1143-c3930-c0-c0",8366,0.787234042553192,3.82766474339508,2,"uVSG","-","-","FF08034742"
"M367","VDB|0037-00A1-0-0000|M367-c934-c0-c1",57564,0.783944826627753,6.84164690761628,6,"kVSG","NC_009514_Phage_cdtI_DNA","NC_0095141_Phage_cdtI_DNA|NC_0197161_Enterobacteria_phage_mEp460|NC_0197231_Enterobacteria_phage_HK630|NC_0420571_Enterobacteria_phage_DE3|NC_0218571_Shigella_phage_SfII|NC_0113561_Enterobacteria_phage_YYZ2008_complete_prophage_genome|NC_0048131_Enterobacteria_phage_BP4795|NC_0197111_Enterobacteria_phage_HK629|NC_0014161_Enterobacteria_phage_lambda|NC_0113571_Stx2converting_phage_1717_complete_prophage_genome|NC_0227491_Shigella_phage_SfIV|NC_0034441_Enterobacteria_phage_SfV|NC_0027301_Enterobacteria_phage_HK620|NC_0319401_Salmonella_phage_118970_sal3|NC_0273981_Enterobacteria_phage_Sf101|NC_0273391_Enterobacteria_phage_SfI|NC_0084641_Stx2converting_phage_86|NC_0197141_Enterobacteria_phage_HK446|NC_0197681_Enterobacteria_phage_HK106|NC_0289431_Escherichia_phage_pro483|NC_0195011_Enterobacteria_phage_IME10|NC_0290152_Salmonella_phage_SEN4|NC_0197671_Enterobacteria_phage_HK544|NC_0418481_Enterobacteria_phage_P2|NC_0103921_Phage_Gifsy1|NC_0053441_Enterobacteria_phage_Sf6|NC_0197151_Enterobacterial_phage_mEp234|NC_0102371_Enterobacteria_phage_Min27|NC_0016091_Enterobacteria_phage_P4|NC_0290032_Salmonella_phage_SEN1|NC_0197691_Enterobacteria_phage_HK542|NC_0009021_Enterobacteria_phage_VT2Sakai|NC_0197061_Enterobacteria_phage_mEp043_c1|NC_0021671_Enterobacteria_phage_HK97|NC_0254341_Shigella_phage_POCJ13|NC_0419351_Escherichia_phage_PA28|NC_0197101_Enterobacteria_phage_HK140|NC_0197201_Enterobacterial_phage_mEp213|NC_0197081_Enterobacteria_phage_mEp235|NC_0194881_Salmonella_phage_RE2010|NC_0104631_Enterobacteria_phage_Fels2","FF08034742"
"M1239","VDB|0028-0048-0-0033|M1239-c707-c0-c1",23074,0.770737626766057,5.58164642375169,5,"uVSG","-","-","FF08034742"
"M448","VDB|004C-00DB-0-0000|M448-c2070-c2-c9",1725,0.992463768115942,7.52628504672897,8,"uVSG","-","-","FF08034749"
"M720","VDB|0026-003B-0-0001|M720-c2846-c0-c3",3196,0.990300375469337,11.9532385466035,12,"uVSG","-","-","FF08034749"
"M939","VDB|0037-00E7-0-0000|M939-c3437-c0-c0",24880,0.97403536977492,6.13745151440125,6,"uVSG","-","-","FF08034749"
"M241","VDB|0021-00B4-0-0006|M241-c1744-c0-c1",6842,0.951622332651272,4.49147596375365,3,"uVSG","-","-","FF08034749"
"M651","VDB|0021-0089-0-003C|M651-c2284-c0-c2",3311,0.94412564180006,3.65355086372361,3,"uVSG","-","-","FF08034749"
"M898","VDB|0037-00E0-0-0002|M898-c3330-c2-c2",2055,0.943552311435523,11.0783909231563,10,"uVSG","-","-","FF08034749"
"M282","VDB|001D-0059-0-0003|M282-c2498-c0-c15",1711,0.879018118059614,61.031914893617,61,"uVSG","-","-","FF08034749"
"M1056","VDB|0028-0052-0-0009|M1056-c3720-c2-c0",1625,0.872615384615385,7.84837799717913,8,"uVSG","-","-","FF08034749"
"M759","VDB|0050-005D-0-0000|M759-c2960-c2-c6",1993,0.858003010536879,9.84385964912281,10,"uVSG","-","-","FF08034749"
"M805","VDB|0040-00F2-0-0001|M805-c3083-c2-c0",6147,0.857328778265821,6.5673624288425,6,"uVSG","-","-","FF08034749"
"M1098","VDB|004C-0029-0-0000|M1098-c2579-c0-c3",3063,0.852432255958211,4.4994255074684,4,"uVSG","-","-","FF08034749"
"M867","VDB|0051-0099-0-0000|M867-c2443-c1-c17",3086,0.825664290343487,6.2798273155416,6,"uVSG","-","-","FF08034749"
"M687","VDB|001F-005E-0-0001|M687-c3207-c0-c2",2572,0.813763608087092,5.96798853320592,6,"uVSG","-","-","FF08034749"
"M757","VDB|0021-0071-0-0007|M757-c3443-c0-c3",16188,0.813503829997529,4.17723441415445,2,"uVSG","-","-","FF08034749"
"M677","VDB|002F-011C-0-0002|M677-c2884-c0-c0",29848,0.768091664433128,2.80781645293553,2,"uVSG","-","-","FF08034749"
"M974","VDB|0001-0117-0-0000|M974-c3512-c0-c4",1769,0.76031656302996,1.78364312267658,2,"uVSG","-","-","FF08034749"
"M697","VDB|0010-00F3-0-0001|M697-c3861-c6-c0",10022,1,845.561963679904,778,"uVSG","-","-","FF08034754"
"M441","VDB|0048-0014-0-0001|M441-c2353-c0-c2",8442,1,687.511371712864,709.5,"uVSG","-","-","FF08034754"
"M940","VDB|004F-0059-0-0002|M940-c876-c0-c8",13954,0.99849505518131,10.3905835067825,10,"uVSG","-","-","FF08034754"
"M808","VDB|0010-0092-0-0000|M808-c3098-c0-c1",18422,0.993974595592227,39.3905848943258,40,"uVSG","-","-","FF08034754"
"M784","VDB|002F-0068-0-0001|M784-c3026-c1-c1",5100,0.984509803921569,9.44771957777335,9,"uVSG","-","-","FF08034754"
"M282","VDB|0045-002A-0-0003|M282-c3522-c0-c7",7176,0.978957636566332,63.3716725978648,68,"uVSG","-","-","FF08034754"
"M460","VDB|004F-0121-0-0001|M460-c2090-c7-c21",4087,0.885979936383655,8.3938138635736,9,"uVSG","-","-","FF08034754"
"M1117","VDB|004F-00F5-0-0001|M1117-c3877-c1-c1",2816,0.884588068181818,4.771176234444,4,"uVSG","-","-","FF08034754"
"M892","VDB|001E-0033-0-0002|M892-c3062-c0-c11",11172,0.867167919799499,29.2623864574732,30,"uVSG","-","-","FF08034754"
"M822","VDB|0048-0005-0-0003|M822-c965-c0-c34",1857,0.852988691437803,2.71590909090909,2,"uVSG","-","-","FF08034754"
"M727","VDB|004C-0085-0-0003|M727-c2871-c0-c38",6383,0.827667241109196,4.9577891349612,4,"uVSG","-","-","FF08034754"
"M902","VDB|004C-0052-0-0002|M902-c3340-c0-c2",13405,0.798358821335323,27.4873855354139,28,"uVSG","-","-","FF08034754"
"M343","VDB|0024-004A-0-0000|M343-c1818-c0-c5",44011,0.787280452614119,5.35928886836561,5,"uVSG","-","-","FF08034754"
"M1064","VDB|0002-002F-0-0000|M1064-c1042-c2-c105",24967,0.757680137781872,3.11888777290268,3,"uVSG","-","-","FF08034754"
"M697","VDB|0010-00F3-0-0001|M697-c3861-c6-c0",10022,1,1133.03312712034,961,"uVSG","-","-","FF08034773"
"M441","VDB|0048-0014-0-0001|M441-c2353-c0-c2",8442,1,909.05934612651,978,"uVSG","-","-","FF08034773"
"M488","VDB|0030-000B-0-000A|M488-c2192-c0-c3",2503,0.999200958849381,52.9992003198721,56,"uVSG","-","-","FF08034773"
"M892","VDB|0012-0069-0-0002|M892-c3062-c0-c51",6891,0.994920911333624,44.7650233372229,35,"uVSG","-","-","FF08034773"
"M1064","VDB|0008-002B-0-0000|M1064-c1042-c1-c2",82445,0.976432773364061,11.0439119524981,10,"uVSG","-","-","FF08034773"
"M521","VDB|0046-0148-0-0000|M521-c2311-c1-c5",3595,0.9663421418637,5.14018422567645,5,"uVSG","-","-","FF08034773"
"M302","VDB|002F-0144-0-0000|M302-c1701-c1-c1",51615,0.957086118376441,9.73303643724696,9,"uVSG","-","-","FF08034773"
"M1140","VDB|0021-00AC-0-0022|M1140-c1548-c1-c0",5609,0.949901943305402,42.2916666666667,48,"uVSG","-","-","FF08034773"
"M783","VDB|0030-0069-0-0000|M783-c3022-c2-c1",3028,0.926023778071334,5.73074179743224,5,"uVSG","-","-","FF08034773"
"M801","VDB|0021-00B6-0-0057|M801-c143-c0-c1",4793,0.903609430419362,36.5901639344262,41,"uVSG","-","-","FF08034773"
"M867","VDB|0051-008D-0-0001|M867-c2552-c1-c10",2714,0.899042004421518,13.3331967213115,14,"uVSG","-","-","FF08034773"
"M616","VDB|0008-000A-0-0002|M616-c2556-c1-c0",14007,0.888627115013922,20.4466939824857,19,"uVSG","-","-","FF08034773"
"M743","VDB|004F-022A-0-0000|M743-c2916-c0-c1",13514,0.877164422080805,17.5291040998819,17,"uVSG","-","-","FF08034773"
"M1110","VDB|0002-0008-0-0004|M1110-c3101-c0-c11",14775,0.838849407783418,7.98660642246248,8,"uVSG","-","-","FF08034773"
"M851","VDB|0021-00B0-0-0023|M851-c3196-c1-c0",2010,0.837313432835821,2.90374331550802,2,"uVSG","-","-","FF08034773"
"M497","VDB|001E-0011-0-0007|M497-c3430-c0-c5",1659,0.822784810126582,2.12380952380952,2,"uVSG","-","-","FF08034773"
"M564","VDB|0021-00B0-0-000E|M564-c2431-c0-c3",3023,0.807806814422759,2.36895986895987,2,"uVSG","-","-","FF08034773"
"M282","VDB|0051-0083-0-000C|M282-c3522-c0-c6",7246,0.777256417333701,31.0539772727273,30,"uVSG","-","-","FF08034773"
"M267","VDB|0010-0147-0-0007|M267-c1939-c0-c3",1644,0.772506082725061,1.9511811023622,1,"uVSG","-","-","FF08034773"
